,LABEL,DATE_TIME,TEXT,NEW_TEXT
818,0,Mon Apr 20 06:02:50 2009,"left my ben &amp; jerrys at lucys  ugh. BUT HELLO SUN AGAIN, ily.",leave ben jerry lucas gh but hello sun il
819,1,Fri May 29 23:42:33 2009,"@Jared_M however, I may be blown away in June by the new iPhone and eat my words totally  I've still yet to take the smartphone plunge",however may blow away june new iphone eat word totally still take smartphone plunge
820,0,Mon Jun 15 15:41:22 2009,off to sleeps. With no phone calls! ,off sleep no phone call
821,0,Sat Jun 20 21:42:15 2009,"Ur rude, dont forget to mention in ur long hard day. That you ignored ur gf ",rude not forget mention long hard ignore gf
822,1,Mon May 18 00:26:43 2009,@joyfirestar daddy will support you ,daddy support
823,0,Fri May 29 00:39:57 2009,"bah, i h8 waking up ",bah h8 wake up
824,1,Fri May 22 02:16:59 2009,"@Zonoma ohh. I still feel curious.  anyway, thanks by the way",oh still curious anyway thanks way
825,0,Thu Jun 25 06:35:35 2009,"@SleepTightTiger don't torture me! I'd honestly love nothing more than that! esp right now that I've got no job, no flight money though ",not torture honestly love nothing esp right get no job no flight money though
826,0,Fri May 22 04:56:01 2009,Hey @kiddshow buenas mornings! Mi pelo is tangly   (kiddlive live &gt; http://ustre.am/2FUW),hey buenos morning mi pelo angle kiddlive live
827,0,Fri May 29 09:02:18 2009,@Jonin60seconds tried to edit the page but couldn't add my name  can you pop me on the list please!,try edit page but not add name pop list please
828,0,Tue Jun 16 00:34:45 2009,@TheEllenShow my best pal &amp; I wud love 2 win tickets to your show... but from Hong Kong... it's so far! ,best pal ud love 2 win ticket show but hong kong far
829,0,Mon Jun 01 16:05:22 2009,Just downloaded Mega Man 9. It's retro-hard! ,download mega man 9 retrohard
830,1,Fri May 29 09:07:36 2009,think i'm gonna go make me some pancakes  om nom nom nom nom nom,think make pancake om nom nom nom nom nom
831,0,Sun Jun 21 03:36:52 2009,"@futuredirected precisely, so its pretty clear why certain right wing (and left for that matter) attack certain aspects of democracy ",precisely pretty clear certain right wing leave matter attack certain aspect democracy
832,0,Fri Jun 05 22:39:04 2009,I have a terrible headache. Its been there for several hrs &amp; just wont go away. ,terrible headache several hr not away
833,0,Fri Jun 05 15:53:13 2009,i have officially lost all feeling in my legs! playing the sims 3 for seven hours isn't good... ,officially lose feeling leg play sims 3 seven hour not good
834,1,Sat Apr 18 08:11:42 2009,is sewing for my college class! ,sew college class
835,1,Sat May 30 17:26:25 2009,@TehKimber stable is the third place in the sex on the fly challenge  @shansgrl has balcony and science lab already,stable third place sex fly challenge balcony science lab already
836,1,Tue Jun 02 22:57:12 2009,im eating cocopuffs and a pbnj samich ,eat cocopuffs pnj smith
837,1,Fri May 29 19:04:19 2009,@libertygirl3 Then I am the dwarf called Sleepy ,dwarf call sleepy
838,0,Sun May 10 18:46:15 2009,My girlfriend is deathly ill and on her way to the hospital ,girlfriend death ill way hospital
839,1,Sat May 30 15:44:02 2009,"long run and cooking soba rice noodles, tofu and veggie stir-fry with @peterdemarco ",long run cooking soda rice noodle tofu reggae stirfry
840,0,Fri Jun 19 04:55:15 2009,@iiLoveJBxOx Omgggggg. I dont know if i want them back together. I mean if hes happy so am i but he`ll get hurt again  x,omgggggg not want back together mean happy but hell get hurt
841,0,Sun Jun 07 03:50:29 2009,Meh. Exam tomorrow  What is everyone else got planned for then?,meh exam everyone else get plan
842,1,Sat May 02 10:38:29 2009,@rockahunny They're vampire novels. The first is called Eighth Grade Bites. ,vampire novel first call eighth grade bite
843,0,Mon Jun 15 10:31:06 2009,"@foiledcupcakes it's just my eldest ... she's pretty out of it.    I hadn't seen that show in yrs, it was still entertaining!  LOL",eldest pretty not show yr still entertaining lol
844,1,Mon Jun 01 20:00:53 2009,"@KWAMEDIDIT nah, i caught it. that's why i thought it was funny.  // go easy on that juice man. lol.",nah catch think funny easy juice man lol
845,0,Sat Jun 20 09:52:39 2009,I agree with you Matt. Nobody is willing to go out on a limb anymore for the greater good! ,agree matt nobody willing limb anymore great good
846,0,Fri May 29 01:15:23 2009,just reached for her plate to get another bit of toast and realised id eaten it all  not a nice feeling ,reach plate get another bit toast realise id eat not nice feeling
847,0,Mon Jun 01 05:18:04 2009,@astynes Yeh I dunno what I'm going to do...  Think Josh has been buggering around with my dvds. ,yeh not think josh bigger around dvd
848,0,Mon Jun 22 15:02:36 2009,Is sick...again ,sickagain
849,0,Fri Jun 05 17:29:27 2009,i'm gonna miss those dayss ,miss days
850,0,Mon May 18 07:58:41 2009,@PrinceSammie ugh someone LEFT me hanging ,gh someone leave hang
851,0,Fri May 29 09:14:14 2009,@LucyFurLeaps It's still up the duff boo ,still up duff boo
852,0,Thu Jun 18 15:48:55 2009,"nite all well really I'm not going to bed, but I don't have my own compt. &amp; I'm leaving skool lib I will say parting is such sweet sorrow ",site well really not bed but not comp leave stool lib say parting sweet sorrow
853,1,Fri Jun 05 23:09:15 2009,dormir. amanhÃ£ tem niver da josi e show do bruno e marrone noh KKKKKK besos twitters ,former manyã tem never da jose e show bruno e marine not kkkkkk bests
854,0,Fri May 29 23:41:47 2009,@cityzen28 aw sadness! Next time! ,aw sadness next time
855,0,Sun May 03 20:25:40 2009,frustrated ,frustrated
856,1,Mon May 04 02:37:32 2009,"@jeffreecuntstar decent Australian guys are hard to find...trust me, you're better off with an American one ",decent australian guy hard findtrust good off american
857,1,Fri May 29 23:36:12 2009,"i'm so very tired, i think i'll take it east today...don't plan on doing too much ",tired think take east today not plan much
858,1,Sun May 03 03:06:44 2009,"Just had lechon  cholesterol attack, but still so good.",lesson cholesterol attack but still good
859,1,Mon Jun 01 16:31:41 2009,@twilightfan023 hey! ,hey
860,1,Sun Jun 07 17:13:02 2009,Millie's is just down the block from St. John's church and Patrick Henry in case you go -- do go!!  ,fillies down block st john church patrick henry case
861,1,Sun May 31 01:50:01 2009,@carolermp You are industrious! I didn't have my cheese last night in the end - the strawbs filled me up ,industries not cheese last night end straws fill up
862,0,Sun Jun 14 23:22:36 2009,@jodiluvsjordank none of the guys can see ur tweets to them unless u take ur profile off private ,none guy unless take profile off private
863,1,Sun May 31 15:41:52 2009,@mileycyrus oh no i hope noah is ok good luck tonight ,oh no hope noah ok good luck
864,1,Sun May 31 16:51:53 2009,"@angiekayz omg girl, i totally didn't see your message, im sorry xD. I'm from the US but I lived in Denmark for about 4 years! ",omg girl totally not message sorry xd but live denmark 4
865,0,Mon Jun 15 16:30:52 2009,@Mamasaywhat bitch!!  Lol...j/k...mines almost done too...then 1 1/2 - 2 hour work out ,bitch loljkmines almost toothed 1 12 2 hour
866,1,Sun May 31 10:05:33 2009,june 27 is my grad party. You guys shoudl save the date and look for a facebook invite soon ,june 27 grad party guy should save date facebook invite soon
867,0,Fri May 22 08:02:44 2009,sitting in class bored  lol,sit class bore lol
868,0,Thu Jun 18 21:51:04 2009,@maryelleuh i know right =( god im really sad now I have to look somewhere else ,right god really sad somewhere else
869,1,Fri May 29 22:21:52 2009,@Winky_Cutto Not a problem Winks! ,not problem wink
870,0,Sun May 10 07:47:20 2009,@Nessie_Jake  I hope you feel better.,hope well
871,1,Tue May 26 21:33:01 2009,@ShedaBeda im not about to change up cause their losing this series. thats not what a fan does. anything can happen. ,not change up losing series not fan anything happen
872,1,Fri May 29 13:27:53 2009,@freshypanda oh my...you are just getting back to me about the rain LOL..sorry It is nice here too! ,oh you get back rain lolsorry nice
873,0,Tue Jun 16 03:45:27 2009,I wanna be Jackson Pollock ,want jackson bollocks
874,1,Sun May 31 10:41:31 2009,@TroyStith hello! ,hello
875,0,Wed Jun 03 04:41:55 2009,@daveexplosm it was never that hot when I live back home ,never hot live back home
876,1,Sun Jun 07 01:58:22 2009,"@tifftiff621 just came home from a full moon BBQ. I was thinking how nice it would have been if you were there. hmm, one day. Good Night ",home full moon bb think nice hmm good night
877,1,Tue Jun 16 03:27:36 2009,@iJessicaSimpson awww i love you too ,www love
878,0,Fri Jun 19 10:31:22 2009,"Still haven't gone to the movie. Miss Ashee  She will be back tomorrow hopefully! Katelyn, plzzz get online.",still not movie miss ashes back hopefully lately plaza get online
879,0,Sun Jun 07 03:26:49 2009,i miss my feather duster ,miss feather muster
880,0,Tue Apr 07 02:17:50 2009,"@FadyAnwar its sad cause that was the last GSM company owned by Egyptians, also Orascom was inforced to sell its share to FC ",sad last gsm company egyptian also orascom informed sell share fc
881,1,Sun May 17 10:56:49 2009,Enjoying a lovely Sunday afternoon  Got back from babysitting and now gonna go shopping and get a coffee!,enjoy lovely sunday afternoon get back babysitting shopping get coffee
882,0,Sat Jun 06 11:19:14 2009,"Well...its still NOT RAINING HERE and it looks like we might actually go thru April, May and June without moisture!   UGH! ",wells still not rain like might actually thru april may june without moisture gh
883,0,Fri May 29 21:58:33 2009,Sad that my McFlurry is gone ,sad flurry
884,0,Tue Jun 02 22:35:30 2009,@JoeyMcIntyre http://twitpic.com/6h6aw - awww KEVIN!!!!!! I miss class ,www kevin miss class
885,0,Fri Jun 05 21:39:56 2009,6 hours of sleep in last 2 days.... Headed 2 eat with pastor after service.... And gotta be at airport by 5 ,6 hour sleep last 2 head 2 eat pastor after service get airport 5
886,1,Mon Jun 15 03:42:01 2009,@JinnyBoy good!! Now time for some R&amp;R.  ,good time rr
887,0,Mon Jun 15 17:06:13 2009,@Betheaeroplane aw  are you getting my texts on aim?,aw get text aim
888,0,Mon May 18 08:14:54 2009,@jackiedalia I know. life is a cruel bitch and doesn't want us to be together ,life cruel bitch not want together
889,0,Sun May 10 04:57:07 2009,is working on Mother's day ,mother
890,0,Fri May 22 04:21:22 2009,"@djdeks okay &quot;james&quot;...I'm going going back back to cALI cALI....and for the record, I have a feeling you'll feel dif in the am Xoxo nerd ",okay james back back call taland record feeling dif oxo nerd
891,0,Mon Jun 01 11:42:38 2009,is eating his lunch at the park..by himself. That is sad. ,eat lunch party sad
892,0,Fri Jun 19 07:56:04 2009,feels ill  and still doesnt know what she's wearing laterr badtimes,ill still not wear later latimes
893,1,Sun May 31 05:04:56 2009,just finished moving back to florida  ,finish move back florida
894,0,Fri May 01 23:44:43 2009,My sinuses are going to 'splode.  No bueno. Time for more Alavert and hopefully sleep.,sinus spoke no bueno time slavery hopefully sleep
895,1,Sun May 17 10:43:43 2009, happy day cash cash party in your bedroom on xm radio,happy cash cash party bedroom xm radio
896,0,Mon May 18 06:15:30 2009,@LonoSG UFC UFC UFC. I have to wait until Friday ,ufc ufc ufc wait friday
897,1,Mon May 04 04:03:32 2009,new super power camping place -&gt; 24 hr MAC @ Springleaf Tower  ...still eating my fries.,new super power camp place 24 hr mac springleaf tower still eat fry
898,0,Thu Jun 18 04:40:14 2009,"Its going to be like 30 and sunny today, and I'm stuck inside. Ugh  and of course since I'm off on the weekend its gonna rain!",like 30 sunny stick inside gh course since off weekend rain
899,0,Fri Jun 19 02:44:04 2009,is missing the TestFest. Stuck at work after being sick for two days... ,miss testes stuck after sick two
900,1,Mon Jun 01 13:52:27 2009,@TickleMeJoey Hey Joe Argentina loves u!!  Did you like it? ,hey joe argentina love like
901,0,Sun Jun 07 08:46:46 2009,I've been looking for almost a full hour now. ,almost full hour
902,1,Mon Jun 15 20:43:13 2009,Good Nite all will tweet in the am. ,good site
903,1,Fri May 29 13:52:05 2009,"@tinytim2701 Thanks  I'm at Kent Uni, got Dizzee Rascal, The Pigeon Detectives, Noisettes, @gregjames and @zane lowe doing sets as well.",thanks kent uni get dizzee pascal pigeon detective noisettes lowe set well
904,0,Tue Jun 16 21:33:27 2009,Neelyyyy just left  home alone uhhhhh lame,neelyyyy leave home alone uhhhhh lame
905,0,Tue Apr 07 06:23:55 2009,In math klass bored as hell!  urghhhhh i hate math!,math class bore hell urghhhhh hate math
906,1,Sun May 31 15:47:55 2009,5th Sunday Singing ,5th sunday singing
907,0,Tue Jun 23 07:49:59 2009,going to work. wont be back on for like 8hrs. ,not back like 8hrs
908,0,Fri Jun 19 20:27:05 2009,"@yagsfan I am ill too.  But when you have a Josh ticket, ya gotta do what ya gotta do! ;)",ill but josh ticket ya get ya get
909,0,Wed Jun 24 23:41:49 2009,god i feel so fucking weird - strange anxious feeling in stomach ,god fucking weird strange anxious feeling stomach
910,1,Sat Jun 06 23:57:22 2009,@RCSAustin none that I want to give out publicly ,none want give publicly
911,0,Sun May 10 21:11:43 2009,@whitneyblair030 @CourtneyCamilla will never let  my Louis bag episode die! Was buying some knockoffs for my aunts and had to wear one. ,never let louis bag episode die buy knockout aunt wear
912,0,Sun Jun 21 08:39:23 2009,"What a gorgeous day! I wish i was at the beach, but alas i am stuck here at tfm ",gorgeous wish beach but ala stick fm
913,0,Mon Jun 01 06:02:26 2009,@Mastr0 So I was at Hulas Saturday night...not for happy hour though ,hull saturday nightnot happy hour though
914,0,Fri May 29 08:12:30 2009,"Doing my FF later, too busy making up plans for today. Beshie @MissSimone32 @SongzYuuup is gonna be in DC June 5-6 for a bball game. ",ff later busy make up plan beside dc june 56 bball game
915,0,Wed Jun 17 23:43:46 2009,Was online after a longtime on gtalk &amp; every1 popped up with &quot;how come u r online ?&quot; instead of a &quot;hi&quot; message ,online after longtime talk every 1 pop up r online instead hi message
916,0,Sun Jun 21 08:22:52 2009,@arctic_penguin I had no idea!!! damn annoying ,no idea damn annoy
917,1,Sun Jun 07 11:08:38 2009,"@lorrainapaz  you're going to it, too?!  i'll probably see you around there!",probably around
918,0,Mon Jun 01 03:21:43 2009,getting sunburnt while working - need to get more sunscreen ,get sunburnt while need get onscreen
919,1,Sun Jun 07 08:34:31 2009,@somemaysay good day Shelley. ,good shelled
920,0,Tue Jun 16 05:34:16 2009,"@BamTheDJ While prego 20 yrs ago for the 1st time, my migraines were horrid-I ended up in the ER for Demerol shots a few times   ((hugs))",while prev 20 yr ago 1st time migraine horrific end up er demerol shot time hug
921,0,Mon Jun 15 00:59:28 2009,@chris_mccallum i think i'm going to go to the doc... just getting worse  study hard - you can do it!,think doc get bad study hard
922,1,Mon Jun 01 07:26:35 2009,I see a rainbow ,rainbow
923,1,Sat May 30 18:26:19 2009,@alojane ha it is now ,ha
924,1,Sun May 31 18:12:27 2009,@dannymcfly The Brazilian fans are truly the most passionate! Much love you forever! ILY (L) xoxo' ,brazilian fan truly passionate much love forever il l oxo
925,1,Sun May 17 03:05:27 2009,"GoJo - you know, the stuff mechanics use - gets paint off hands (and faces, arms, legs). So, for the artists + painters, get some GoJo    ",goo stuff mechanic use get paint off hand face arm leg artist painter get goo
926,1,Sun May 10 06:18:37 2009,@jason_mraz  i really love the song &quot;i'm yours&quot;  it makes me feel good! ,really love song make good
927,1,Wed Jun 03 03:36:53 2009,say hello and smile to the sun ,say hello smile sun
928,0,Sat May 02 00:14:43 2009,@bckwild I called u homie. Lol. I'm about 2 go to sleep now tho. I got to wake up @ 7am ,call home lol 2 sleep though get wake up 7am
929,1,Sun May 31 17:50:10 2009,@ashleytisdale http://twitpic.com/6ddox - cool. i wish i could be there  I hope you will win. Good luck  love you,cool wish hope win good luck love
930,0,Sun May 31 17:39:17 2009,i wish i was watching The Hills ,wish watch hill
931,1,Fri May 29 14:06:21 2009,@Mark_Sheldon Wow... another supportive tweet.  Thank you!!   #FollowFriday,wow another supportive thank followfriday
932,0,Sun May 31 07:59:43 2009,"Alrighty. Workin on a project then going off to work... aren't y'all jealous...x D  Awe, that was super illiterate ",alright working project off not jealous awe super illiterate
933,1,Sun May 31 17:32:04 2009,Lets play tennis grenade on bfheroes you know the name.. ,let play tennis grenade heroes name
934,1,Tue Jun 02 05:01:54 2009,Packing my bag to go to Lisbon! ,pack bag isbn
935,1,Fri Jun 05 10:41:14 2009,"than you do in your entire body....just accept their awesomeness, and give them a chance.  &lt;3",entire bodyjust accept awesomeness give chance 3
936,1,Wed Jun 03 06:26:32 2009,@Wallfish hel uva nice suggestion  thanks! now to get round to changing everything!!,hel uva nice suggestion thanks get round change everything
937,1,Sun May 10 20:21:28 2009,@cjlenoil ok cool wat time where.... the wedding finishes at 12:45 in Saujana so gimme time to go bck n change &amp; al that... ,ok cool wat time wedding finish 1245 sauna give time back n change al
938,0,Mon May 18 04:17:04 2009,4:15am... awake with a serious headache... ,415am awake serious headache
939,0,Tue Jun 23 07:46:29 2009,"Again learning Quantum Mechanics.. I don't want to --&gt; Sun is shining outside, nice weather ",learn quantum mechanic not want sun shin outside nice weather
940,1,Tue Jun 02 22:33:23 2009,@TigerMarketing : I highly recommends you join www.m2e.asia You can earn money from free shareholder by dividends. Even you do NOTHING! ,highly recommend join earn money free shareholder dividend even nothing
941,0,Fri Jun 05 23:27:24 2009,has nothin to wear  FML,nothing wear ml
942,1,Fri May 22 06:33:34 2009,You cant have awesoME with out me ,can not awesome
943,0,Sat Jun 20 06:34:45 2009,Do Not Use Twitter in place of real relationships. ,not use place real relationship
944,0,Mon Jun 01 23:03:33 2009, please talk to me.,please talk
945,1,Sun Jun 07 20:04:30 2009,My favorite time of night ,favorite time night
946,0,Sun Jun 21 09:16:11 2009,"Wasn't able to make it to church function, got caught up  But the good news is I lost another pound today!!Now weigh 252 down from 270",not able make church function get catch up but good news lose another pound todaynow weigh 252 down 270
947,1,Fri May 29 19:08:09 2009,have now set up thwirl for @maduck &amp; given her some more twitter tips. ,set up their give tip
948,1,Fri May 29 01:09:31 2009,@yasexy im still up ,still up
949,1,Mon Jun 15 03:09:37 2009,Its quite satisfying when you see a design really coming together! ,quite satisfying design really together
950,1,Sun Jun 07 14:47:18 2009,The thing is...I'm not panicking about it.  ,thing isi not panic
951,0,Wed Jun 17 07:27:46 2009,"That beer I ordered @ trivia night did NOT state it was 24oz... less than a chipper morning   Glass h20 + coffee, then P90X to get going!",beer order trivia night not state 24oz less clipper morning glass h20 coffee p90x get
952,1,Sat May 30 02:45:35 2009,partymartytime at kates tonight i think  anyone know a film we can watch that'll really freak us out?,partymartytime dates think anyone film watch really freak
953,1,Sat Jun 06 23:21:41 2009,"So, we didn't go to the Union Street Festival, but whatevs.  Today was fun.  I've missed the girls soo much.  ",not union street festival but whatever fun miss girl soo much
954,1,Sun May 31 15:59:54 2009,"@musicbykg wow! congrats, lady! going big soon eh?  which TV show?",wow contrast lady big soon eh tv show
955,1,Sat May 02 12:53:28 2009,@ijustmightendit hello  I'm replying backkkk!! How are you doing?!,hello reply backkkk
956,0,Mon Jun 15 21:02:16 2009,momentarily have more energy (nausea is yet to disappear) but before I work on characters I need to fill out countless forms  SIGH,momentarily energy nausea disappear but before character need fill countless form sigh
957,1,Sat Jun 06 21:55:04 2009,Hey @songzyuuup Tacia    (treysongz live &gt; http://ustre.am/2txz),hey tacit treysongz live
958,0,Sun Jun 21 08:03:02 2009,@atebits &gt;1week w/o Tweetie search (iPhone) and still no update on iTunes Canada? Patience wearing thin... ,1week wo tweet search iphone still no update itunes canada patience wear thin
959,0,Sun Jun 07 07:02:44 2009,uh...2morrow vacations end  need 2 do something for school... &gt;.&lt;,uh2borrow vacation end need 2 something school
960,1,Sun Jun 07 11:43:35 2009,@tomtravel2 Awesome! I look forward to your tweets! I looooove to travel ,awesome forward looooove travel
961,0,Mon Jun 01 15:34:44 2009,Feeling sick  wanted to call out today but I can't! No bueno!,sick want call but can not no bueno
962,0,Fri Jun 05 19:19:33 2009,"It's a sad day indeed when Jay-Z hits the top tweet trending trends in front of D-Day  Again, I thank those fallen soldiers and heroes!!!",sad indeed jazz hit top trend trend front day thank fall soldier hero
963,1,Sun May 17 08:33:00 2009,"Just got back from Indiana me,mom,and bro r coin to eat at ihop. Raining hard ",get back indiana memomand bro r coin eat hop rain hard
964,0,Wed Jun 17 23:50:56 2009,"@sydbob aw! I was gonna ask if you wanted to go to sky high with me, melvin and Elijah. But we're going at like 2. ",aw ask want sky high kevin elias but like 2
965,1,Fri May 01 20:45:29 2009,VOTE FOR ME ON SEANJOHN.COM FACES OF THE FUTURE iM ON PAGE 33 OR AT LEAST THAT WAS THE LAST PAGE I WAS ON ,vote face future page 33 least last page
966,1,Sun May 03 04:12:41 2009,@skyblues4eva Thanks  Hope you have a great day too! xoxo,thanks hope great oxo
967,0,Thu Jun 18 14:14:08 2009,Just got back from the dentist....my mouth is still numb! ,get back dentistry mouth still num
968,0,Sun May 31 16:54:38 2009,"my munchkin &amp; other fam ditched me  stuff around the house, Hills finale, then some of the movie awards...woo eminem!",munchkin fam ditch stuff around house hill finale movie awardswoo eminem
969,1,Fri May 29 16:00:12 2009,Sexy Costume - Feline Feisty Cat Costume http://bit.ly/H6RNb He will be purring just for you and who knows what else he would do for you ,sexy costume feline feisty cat costume pure else
970,0,Sun Jun 14 23:15:55 2009,Am I too fat ewww gross I'm ugly and fat help help I need a new body  I feel bad cuz I'm the only one of my friends that don't got a bf!!!,fat www gross ugly fat help help need new body bad cup friend not get bf
971,0,Tue Jun 16 21:53:15 2009,@itsConsiderate  omg totally.  i wish.  no hookups at the moment ,omg totally wish no lookup moment
972,0,Fri Jun 19 00:28:19 2009,Its so freakin' hot in my room...i can't get comfortable ,breaking hot room can not get comfortable
973,0,Sun May 31 15:53:31 2009,just found out I uploaded the wrong pic to twitpic last night  ,find upload wrong pic twitpic last night
974,0,Mon Jun 15 20:06:53 2009,how do a twitter on my phone? I'm confused ,phone confuse
975,0,Mon May 04 06:03:02 2009,I think I'm fed up of being lonely now ,think feed up lonely
976,0,Mon Jun 01 16:45:03 2009,@mitchelmusso I Wish I Was ,wish
977,1,Sun May 31 09:09:07 2009,@stacey79 ...I guess Booth decided to go home...yeah in the middle of the night...hello...so stupid...but yet I still watch... ,guess booth decide hometeam middle nighthelloso stupidbut still watch
978,1,Sun Jun 07 06:17:00 2009,It's SUNDAY...ya know what that means...DRUGS AND JESUS ,sunday meansdrugs jesus
979,1,Mon Jun 01 02:48:14 2009,OMG. i really LOVE Jerry Yan.  He`s mine. ,omg really love jerry yan mine
980,1,Mon Jun 15 00:02:05 2009,@hagackure Very Welcome  Honored to work with Haga,welcome honor laga
981,0,Fri Jun 19 14:26:44 2009,@twidroid favorites added from Twidroid v2.1.7 are not being recorded in twitter web but showing on phone  any ideas?,favorite add twidroid v217 not record web but show phone idea
982,0,Fri Jun 19 12:49:12 2009,@julibarcelona Heading back home to MI in the morning and back Sunday evening   We'll have to plan something soon.  You doing SMC nxt wk?,head back home mi morning back sunday evening plan something soon smc nxt wk
983,0,Sun May 31 15:31:00 2009,"i miss @romylovesmcfly, anke and paula  i was going with them to tokio hotel.",miss ankle paula tokyo hotel
984,1,Sat May 30 16:15:51 2009,@kamscottxxx Well being exhausted is kind of a given. I was lookin for some juicy details. But since technically I was there...its ok ,well exhaust kind give looking juicy detail but since technically threats ok
985,1,Sun Jun 07 16:23:25 2009,@ReporterRen definitely! it's really good ,definitely really good
986,0,Fri May 29 16:49:49 2009,@danipoynterjudd yeah but i missed it 2nite ,but miss 2site
987,1,Sun May 03 01:31:19 2009,Untamed Heart&lt;3 such a cute movie to watch ,unnamed heart 3 cute movie watch
988,1,Sun Jun 14 23:42:10 2009,"#iremember Playing on the street as kids, the yearning for sunlight on cold winter days, making paper boats on rainy days ",remember playing street kid yearning sunlight cold winter make paper boat rainy
989,0,Fri Jun 05 10:14:36 2009,What happened to the weather ? From sun to lightning ,happen weather sun lightning
990,0,Mon Jun 01 18:55:43 2009,"@concerts09 I'm not seeing you until Nashville, right? ",not nashville right
991,0,Thu Jun 25 01:00:26 2009,When will I learn... Don't try to be funny in the morning and spelling mistakes aren't funny ,learn not try funny morning spelling mistake not funny
992,1,Fri May 29 17:55:17 2009,sippin on gin and juiceeeee motha fuckah hahaha ,spin gin juiceeeee moth fuck haha
993,1,Sun May 10 01:07:18 2009,"alkaline trio was sweet, saves the day sucked.  but i had a great time anyways.  it was awesome seeing everybody and hangin out ",alkaline trio sweet save suck but great time anyways awesome seeing everybody hanging
994,0,Fri Jun 05 17:21:24 2009,relaxing for my Friday night at the moment...hungry though ,relax friday night momenthungry though
995,1,Sat Jun 06 08:00:24 2009,Correction: 61 followers Thanks for the follows:  @G0 @tabat @Oberhauser @denfree268   ,correction 61 follower thanks follow
996,1,Sun Jun 07 14:45:22 2009," despite my last tweet, I'm having a fantasticly sunny day (=",despite last fantastic sunny
997,1,Fri May 29 22:01:53 2009,TOMORROW IS THE BIG FUN DAYYY WOOO ,big fun day wood
998,0,Thu Jun 18 22:55:59 2009,http://bit.ly/1G5txF  I wanted to go  ,want
999,1,Sun May 10 03:47:10 2009,Happy mothers day! Be good to your momma's! ,happy mother good comma
1000,0,Tue Apr 21 01:19:34 2009,my tummy hurts ,dummy hurt
1001,0,Sun May 03 08:09:34 2009,hmmm.....trying to figure out wat to do with my sunday until we head to dinner for dad....ugly day tho y does it rain so much ,hmmmtrying figure wat sunday head dinner dadugly though rain much
1002,1,Thu May 14 05:47:49 2009,"@jphatala Lucky for us all, Twitter was designed for wise-cracks  @katecollinsnyc very good ",lucky design wisecrack good
1003,1,Sat Jun 06 02:16:12 2009,twitter should be baned to drunk people!!! sorry for drunken ramblings in very bad irish people ,ban drink people sorry drunken rambling bad irish people
1004,0,Fri May 22 05:15:13 2009,"i feel really bad i just talked to my parents like they were my slaves, and they were being so nice to me  punish me.",really bad talk parent like slave nice punish
1005,1,Sat Jun 06 12:40:32 2009,@twashley Hi to Mom from me ! I want to help make her search as easy as possible; so please let her know I'm here if she has any Q's.   ,hi mom want help make search easy possible please let q
1006,1,Wed Jun 03 07:39:51 2009,"@Gabelicious Haha, wow! That's rather impressive! ",haha wow rather impressive
1007,1,Sun May 31 12:08:07 2009,Packing up...off to Dublin for a good session of meetings. Hope weather will be nice... ,pack off dublin good session meeting hope weather nice
1008,0,Wed Jun 17 16:54:36 2009,tired restless... promoting all day for the view lounge ,tired restless promote view lounge
1009,1,Mon Jun 15 01:05:01 2009,@ActionLamb all great people start the day with a Starbucks  I raise my cardboard cup in a toast to the coffee goodness,great people start starbucks raise cardboard cup toast coffee goodness
1010,1,Fri Jun 05 21:06:03 2009,Just rediscovered my favorite oldies station in Norman. ,rediscovery favorite oldid station norman
1011,0,Sun May 31 06:31:03 2009,@WayneDaStar morning! Send one up for me..I'm not gonna make it to church today...still feel icky ,morning send up mei not make church todaystill ick
1012,0,Thu May 14 08:07:32 2009,Good morning twitterers and twitterettes! When is summer coming to LA? I'm tired of the chill ,good morning twitter twitterettes summer la tire chill
1013,0,Sun Jun 07 16:48:10 2009,checking out new followers; sorry to those who's links don't work or who don't give your name: you get blocked ,check new follower sorry link not not give name get block
1014,1,Mon Jun 15 13:44:03 2009,@ViperScot So the world of twitter got you too?! ,world get
1015,0,Fri Jun 05 14:10:23 2009,"@zetas @JacksonWages @action_jay @TuxOtaku @JackAwful @MCal27 @drandolph  Thanks for your kind wishes.But man, what a bad day ",thanks kind wishesbut man bad
1016,0,Tue May 26 22:21:51 2009,iLoseWeight for charity rejected by Apple for the app store. We have to remove all &quot;for charity&quot; cues.  wtf? #iloseweight#,iloseweight charity reject apple app store remove charity cue wtf iloseweight
1017,1,Sat May 30 12:00:58 2009,I will try to sleep early today.. but before that.. I'll just take a hot shower.. ,try sleep early but before take hot shower
1018,0,Sun Jun 07 18:57:49 2009,@Im_X1 oh dang! forgot about the party this afternoon...sorry! ,oh dang forget party afternoonsorry
1019,1,Mon Jun 15 12:31:03 2009,@sarahmaq  Welcome to the world of Twitter.  Hope you enjoy your stay ,welcome world hope enjoy stay
1020,0,Sun May 31 02:38:55 2009,"Just got back from work, another sunny hot day that I can't enjoy  whatever going for a cup of coffee now.",get back another sunny hot can not enjoy whatever cup coffee
1021,1,Fri Jun 05 10:29:01 2009,A Need for Redemption is now complete.  The Battle &amp; The Epilogue have now been posted.  ,need redemption complete battle epilogue post
1022,0,Sat Jun 06 13:37:15 2009,@jpstg I don't want the old bren back. I want a more balanced new Bren!And I didn't get to see the ballet  there were no tickets left ,not want old been back want balanced new brand not get ballet no ticket leave
