,TEXT,LABEL
1037,thanks g yes sun shin have spot london lunch life good,1
1038,minneapolis mn 92809 fourth time kol great band,1
1039,presse cafe sisterhood,1
1040,favorite time night,1
1041,delldot cold like crap no chinatown,0
1042,not computer,0
1043,ok cut puppy world need dental least not business interview,0
1044,nashville right enjoy sure nasty storm expert,1
1045,horoscope sagittarius pieces,1
1046,sorry fill experience not good contact website make sure data base,0
1047,watch sing arm waving skill spectacular,1
1048,tweetdeck eh fun california adventure island love,1
1049,jt happy boot want mobile good song,1
1050,good luck,1
1051,,0
1052,extra super late csc conference free teacher before actual thing start not get bed,0
1053,moleskine comic wish draw,0
1054,yeh kind find flat not chance live weather gorgeous,1
1055,oh no two baby funeral chloe grace later,0
1056,bro thank anand movement present ib3 honorable mention mixtape,1
1057,watch start turkish grand prix benson,1
1058,love someone,1
1059,presence mean live,1
1060,awful run heat get,0
1061,okay james back back call taland record feeling dif oxo nerd,0
1062,wagon great weekend friend room happy saturday,1
1063,video,1
1064,bank woo woo love friday night working morning,1
1065,back hurt need massage,0
1066,free,1
1067,rt sunny yeh sunny hell,1
1068,think watch good old tree hill bed,1
1069,bout watch wec fight v fun,1
1070,off 4 next 5 messes,1
1071,haha paulene start exam friday happy not school might down shore thursday,1
1072,suck obviously,1
1073,remember poor made,0
1074,think different,0
1075,add money nike fund,1
1076,brother best give house warm presentsgrey goose well picture frame plant,1
1077,yup sure,1
1078,want get nick sweet,0
1079,humidity lucky can not wait rain,1
1080,mm still receive message get mm instead picturecannot send either,0
1081,homemade mango pineapple black bean gua blue moon sunny park,1
1082,begin suspect phone faulty battery,0
1083,home lonely wonder wrong,0
1084,chemistry wed compute thus finish school never need 2 back oh,0
1085,want cake cake no cake cake tin beret cake press,0
1086,prom over fun,1
1087,probably get virginia next,0
1088,til wed,0
1089,round 5,1
1090,good night levies,1
1091,still get drink leave cba car boot want lay bed,1
1092,camp rucksack aired buy tent definitely up discussion can not big easy carry,0
1093,testing,0
1094,right think next,1
1095,get up early spent time jesusyay finish make perfect schedule lol,1
1096,yep guess password,1
1097,commit button configurable permission edit v commit good,1
1098,yup everyone need still cold morning,0
1099,way kc grand mother lot study,0
1100,basically love metro gibbs really want post grad summer great,1
1101,omg 26 hose not no michael jackson string london show ahhhhhh away,1
1102,lay bed chilling bed soon wait kit get eat uptake,1
1103,resort intelligent question hope like review love,1
1104,guess,1
1105,since page bed early brian first movie night little thing,1
1106,bro swap saturday night well well keen,1
1107,no spring alberta either windy raining 7,0
1108,sew college class,1
1109,watch simultaneously,1
1110,ben dream make saddddddd want together swear shit get bawlinggg help,0
1111,nr great body charitable least get ready,1
1112,www ty make night,1
1113,monsoon able text 911 assume,1
1114,hi mom want help make search easy possible please let q,1
1115,favorite sandwich right babel smoked salmon paper cream cheese also good alfalfa sprout ndor tomato,1
1116,poor baby,0
1117,small problem test phpmysql demo need use two seperate browser test otherwise cookie code give name,0
1118,omg head kill make away pleasegrrrr get ready get uuuhhhgg,0
1119,cool,1
1120,neverrrr love someone way login,1
1121,back not no trying confuse plz simone rm want,0
1122,bore no friend right sad huh friday night no friend shame,0
1123,ang gandaaa 3 gusts ko rin ng fresh croissant mmm,0
1124,box new dc shoe buy london,1
1125,read drank medicine eat cookie new blog up sleep goodnight hope wonderful,1
1126,probably not lol haha nephew thank goodness not miss fun,1
1127,absolutely love song always,1
1128,not use place real relationship,0
1129,chi happy mother gift everyday worth 22,1
1130,jackbot love way well lots fluid agree,1
1131,tire n break nt good,0
1132,sit class bore lol,0
1133,listen india are get ready wonderful sunny,1
1134,17 text bed thanks make perfect rainbow,1
1135,really enjoy even off q back,0
1136,think youre not heard weekend,0
1137,lame but not understand way book explain logic answer matching game someone pls help last,0
1138,api gross ugly fat tweeterwall gun map,0
1139,sync screen lol ah lucky miss friend,1
1140,not caffeine fix headache,0
1141,while hahahaha tire,1
1142,like first time luke age nice good time,1
1143,well della tired but watch race think need 2 hit gym before crash den work morning,0
1144,shrew love stand booty beautiful perfect schedule,1
1145,sad night playoffbeard,0
1146,primary,1
1147,dream 2 sri lanka girl exchange student get unbelievable close back sri lanka,1
1148,rotate garbage sad emotionally kill blogger far,0
1149,wish life redir,0
1150,terrifying getoutgetoutgetougetooooouuuuuuuuuuuuutttttttt embarrass single sick edit hell,0
1151,holy crap new house della nice,1
1152,really sorry but no not able get online,0
1153,ga stick counter 15 minute vol,0
1154,www run away,1
1155,super jealous want,0
1156,hopefully light candle 230pm,1
1157,www great next week make sure,0
1158,malemute beautiful not drown well hope another,1
1159,hmm make choice decide food inc reception screen instead hang screen dinner,0
1160,make sing song stage song glad fun,1
1161,dec win good alfalfa yay photo facebook,1
1162,summit no star trek japan 29th continue blue,0
1163,rainbow,1
1164,not jealous proud alone not last long not get anyone talk,0
1165,call political website stress test,1
1166,yay weekend hannah montana movie second time haha,1
1167,total weirdness softmachinei think awesome,1
1168,love sit listen homeland make good,1
1169,bless broken road pascal flats beautiful song,1
1170,www hon sweet mehubby off cambria well home alone,0
1171,actually find character limit focus thinking,1
1172,oh god sorry,0
1173,finish eat pizza,1
1174,samsung sick morning bitch cordelia show stop,0
1175,contrast feature,1
1176,40 flavor miss greenwood bomb album killing,0
1177,not drink sad,0
1178,break toe no way start off monday such,0
1179,wish ha native american grp hull dance equal plaza over plenty,1
1180,30 shred pretty tough but helpful think start,1
1181,follow peterfacinelli 3 need kick 211mes but 211me sing single lady bikini peter love,1
1182,raining not get no grill but word street cities hehehehe love big si,1
1183,morning calm after nasty storm last night,1
1184,regularly love summer fantastic easy thing interest,1
1185,not get caught xd even fix mom seat radio station fill up gas tank use drive md,0
1186,um someone hack twitter think fix pump 4 2mw excite info find let happen,1
1187,lol swimming,1
1188,good morning like off bike but claim car,0
1189,let check railway read lengthy complicated article bout not check mail,1
1190,up since 830 best massage ever time grab nom nom nom,1
1191,firmly believe bad part working wait public transport boring,0
1192,really really really want but no else obviously but not peasant quarter haha,0
1193,get ready last monday school ever,1
1194,vat wow life lol new record feeling,1
1195,heard felt get hhh,1
1196,old pizza good,1
1197,beer pong game not,0
1198,donât pc,0
1199,super sweet daytime likely get vegan maple bar up chance,1
1200,9 line vine try time also 9 history exam math exam fuckkkkkkk,1
1201,sleep after tough revision night,1
1202,not get muse ticket fam can not afford expensive cry whenever someone say muse no lie,0
1203,good morning set microwave fire not allow 2 use anymore people wonder not hav 1 home,0
1204,stick work not really like anything all guess stick read meaningless,1
1205,yea no bt no,0
1206,no not leave jess never leave give sec sorry il,0
1207,good luck wish best really can not wait new album believe amazing love,1
1208,haha awesome love book pure genius,1
1209,embarrass single collection not sophisticated album include gem,0
1210,complete pain try install stuff take long,0
1211,sound awesome excite black key turn right poison ivy heart,1
1212,must person leave planet still visit strobelight page,0
1213,k dust la cruz flint hill kill 2nd tire bike,0
1214,test r okay,0
1215,ah ball indies semis england stupid fuppin english rain cock up close cricket,0
1216,tg not update after battery pull even downloaded nada,0
1217,sad,0
1218,talk someone last week not time run 2 site moment,0
1219,facebook ðñð ðð ¾ ðð ½ ð ¾ ñññ ððññððµð ½ ð ½ ð ¾ ððñðñðµð ¹ ðºð ðñð ñððð ¾ ñðµ ñ final cut ñ ð ² ðñððð ¾ ñð ¾ ðñðºð ¾ ð ½ ð ðð ² ð ñðñð ðð ¾ ññ ð ½ ð ¾ ññ ñð ¾ ð ² ñðµð ¼ ð ½ ðµ ñð ¾ ñð ¼ ð ¾ ððð ðñð ¾ ñ ð ¾ ñð ¾ ñð ¾,1
1220,gh someone leave hang,0
1221,damn,0
1222,eng jesse love galore celebrate belly pretty,1
1223,lady gaga new paparrazi videofucking insane good genius,1
1224,hey bird but die week ago,0
1225,love but not money,0
1226,always twisted mean no bout big ego but no invent sexlolz no ham lol,1
1227,wish internet not fuck number thing right,0
1228,main plan 4 2site bar breaking killing,0
1229,poland mother 26th may,1
1230,little kid,1
1231,get tired sudden nicole tell say hi www enthusiastic hi paul,1
1232,off eat something pit bread,1
1233,finish move back florida,1
1234,back elon enjoy summer,1
1235,never talk anymore,0
1236,shore thursday late appreciate summer great though,1
1237,two off japan noon,0
1238,fillies down block st john church patrick henry case,1
1239,sad karma down,0
1240,no need bad not hitrecord while theatre catch whole movie vid lol jk,0
1241,decent australian guy hard findtrust good off american,1
1242,easy treat people treat,1
1243,crazy week w school bore,0
1244,goodnight everybody school not love god bless 333,1
1245,thanks,1
1246,happy saw guy 2day girl almost give iris whiplash mya bee buzzing ear oxo,1
1247,dude suck totally not get card,0
1248,new place together nicely thx neighbor friendly gym pool downstairs ask,1
1249,pick up bundle red octane include gh metallica drum set mic 99 already 2 guitar good,1
1250,not baby way yay contrast,1
1251,always fun dentist lip num,1
1252,www not good think feeling like atm not bad though thankyou,0
1253,no free wifi sf rafting awesome sf windynot awesome,0
1254,sweater support mean love playschool love asukaesp,1
1255,tell vote germany not way love music,0
1256,anything,0
1257,not while busy workhouse get meeting afterwards tell,0
1258,ok freedom choice ich find coda perfect,1
1259,lol copy pic 2 laptop 854 b while,1
1260,chapter 3 scale key mode script 4 different programming languages stuff scramble brain,0
1261,uva nice weather nice weather perfect dress,1
1262,home buy something diana,1
1263,sad right but after last word hope chance,0
1264,hey tweets get run get coffee hear call 10 mile away ya later folk happy friday happy weekend,1
1265,self_intro social entertainment site ceo 3ë ë ³ íì 5ë 2ì êµí ê ³ ínyc íêµì ìê ì ëªí êì ììíë íêµ ììíë,1
1266,et,1
1267,pull oboe after full definitely no longer symphony level must remedy ow lip hurt,0
1268,ff red sox girl,1
1269,pottery barn catalog always make want home,0
1270,bout time gamelog good allllll,1
1271,right kathynever late dream love,1
1272,oh man stomach give hard time right thebends _,0
1273,20mins bowler fast tv listen lecture before head busy bee,1
1274,want share little guys take long nap wake up 45 minute ago,0
1275,finally home super tire bed,1
1276,probably miss chuckmemondays,0
1277,happy birthday tiara,1
1278,mill thanks guy,1
1279,wish london like big dream meet iloveyouuu 3,1
1280,ahhhhh r no nice clothes,0
1281,por supuesto spread word,1
1282,band meeting cancel,0
1283,pre strong new improved software bit well,1
1284,off park little cousin birthday,1
1285,wake up really bad sore throat hope not get sick right before leave college,0
1286,,0
1287,dang part community thanks new follower good insight appreciate,1
1288,sorry previous 2 set none,0
1289,seat die fail math die wear funky,0
1290,question exotic city indonesia want visit,1
1291,sarah emily bandit,1
1292,quantum leap,1
1293,lovely portland husband yay foot still hurt though,1
1294,lol oops show think that talkin lol about old sorry love,0
1295,yay banned still available claim banned facebook name,1
1296,ever fancy back blonde,1
1297,scary,0
1298,skorgees good hey units anti figure kill,0
1299,nokia smartphone jibjib far best client support twitpic directly camera jaffacakes,1
1300,like li,1
1301,admin officer cadet ensign navarro oh yes world domination follow,1
1302,band melodic dark metal cover rainbow connection awesome,1
1303,fuck mad reason want talk bad make sure not disappoint,0
1304,mooooooorning,1
1305,movie 17,1
1306,fuck want smoke push get hate smoke alone,0
1307,disrupted sleep due worry result tomorrow,0
1308,thanks but really worth give army god hit,0
1309,attempt write review thing book read eng class lame book 91 get cool damn none,0
1310,ha either ilysoulm 8,1
1311,juku twin even though not,0
1312,want home anything,0
1313,new cobracam video not up check back hour,0
1314,good luck math,1
1315,well dad shut mine off no clue get contact people,0
1316,machine appalling low car cancel poor dry,0
1317,low blow,0
1318,move early morning want sleep,0
1319,thank god off although get up 8 9 revise,0
1320,doctor hope bitch fun condition show without,0
1321,hey,1
1322,panda thanks may but nice clothes still,1
1323,bored beginning realise definite leaving date make time drag even,0
1324,enjoy every bit before start study kh grown kh art monday lathe art,0
1325,happens dumb fon no hurricane bio cancel,0
1326,damn dummy camp,0
1327,hatchet bored anxious count intro email use,0
1328,computer fix return home monday suppose good news but really want mac,0
1329,life sure preciousand case end way early important enjoy life while cannot regret,0
1330,good deal laura but nothing,1
1331,totally remember tune get simpson rerun,0
1332,old right haha,1
1333,alright finally wake up late usually coffee green time best part wake up work,1
1334,philippine kind thing excitement ff later lol,1
1335,bah love playschool time lol np love,1
1336,good thing home body fn cold their lol oxo,1
1337,really wish get sleep leave ocean city thank lord not rain,1
1338,not no but felt sea sick bout get together get maybe help â,0
1339,ok basically empty bank account vip party make video shortly,1
1340,say prayer friend cheese lose dad not younglife group ye,0
1341,good night,1
1342,haha like super emo hardcore accousticpiano acoustic guitar electric guitar,1
1343,haha occasionally computer type backwards reason baffled,1
1344,hairdryer already hot temperature not good combination fan self,0
1345,academia best move snails top holiday gutter,1
1346,cannot are get shit die cough drop,0
1347,redbull station super power thanks follow lol,1
1348,ok back edit bookstore later,1
1349,really hurt sad,0
1350,oh great twitterfon advert coldplay advert,0
1351,exam time 3 law degree,1
1352,notebook fantastic movie not ashamed watch,1
1353,haha pick up ticket master yup buy month ago never get,1
1354,good morning hope hv great aaaaaa,1
1355,lot huge server cabinet full hotswappable drive arrive warehouse week modern thanks mr c,1
1356,monday like man miss weekend already,1
1357,sympathize,0
1358,hahahaa think arbs,0
1359,jus browsing thru rt nw although no1 no iz actually diz,1
1360,student,1
1361,awesome perfume name smell like death lovely not lol seriously market want,1
1362,wake up eat pizza breakfast also dentist appointment get check early ill miss band though,0
1363,buy hayfever medication not bad sleeve fit sore irritated eye,0
1364,watch david cook cookie already hear sad,0
1365,make official not edcbummer,0
1366,pa lose weighgym sick issue upside down,0
1367,bella must slip medicine food not eat,0
1368,not pet snake anymore stupid boy,0
1369,love but like point involve game development,1
1370,up glad saturday lol,0
1371,miss hug,0
1372,def need 2 lol,1
1373,fuck vital not workingcannot get presentation off internet revise,0
1374,hoaaaaaaaaaaaaa fucking,0
1375,ridiculously sick aaaaaa,0
1376,download mega man 9 retrohard,0
1377,already watch video lol,1
1378,trouble paradise,0
1379,headache home alone doi stuff til 34 partying upp,0
1380,miss ankle paula tokyo hotel,0
1381,but miss 2site,0
1382,back home get ready last,0
1383,daycaris tell great ride hope family clearly,1
1384,head village find unless creepy stalker please not,1
1385,yearly high profit immediately thanks mean thank,1
1386,excited leave alto tower 16 hour,1
1387,keep updated not elmundo,0
1388,thank darling,1
1389,home get fucking internet though,0
1390,polyester protester quarter semester sequesterhope help,1
1391,none plus taste like shit,0
1392,earth suck recognise true greatness fishfinger sandwich always pity,0
1393,been dia,1
1394,cancha wish ha no cry www great,1
1395,love chicken uggs good love omg yes deffinetly up here,1
1396,test chemistry,0
1397,eye sting,0
1398,not release lot info but bad train top hollow car,0
1399,little bit headache kind sick,0
1400,hhh clever freedom mother,1
1401,can not wake up real hit snooker hour,0
1402,aw travis get food man,0
1403,new phone,1
1404,static promo threat sad af447 no bueno,0
1405,haha job start get pay weekly excuse lol,0
1406,update multiply check,1
1407,not get enough sleep la night refuse doctor 9 morning count get up sowwiiiee mum,0
1408,never let louis bag episode die buy knockout aunt wear,0
1409,sell painting village art pune inn vt scene little long pond academia never get photo paint,0
1410,indies methodology love soup great time smile,1
1411,try get use cold,0
1412,orlando love haha well quite nicely thx,1
1413,voodoo boy no not lol jealous,1
1414,read cnn jon kate get divorce,0
1415,wow contrast lady big soon eh tv show,1
1416,catherine hardwicke talk taylor twilight make little sad not direct new moon,0
1417,yep email back,1
1418,nsw can not wait game 2 first ever origin game live,1
1419,lathe lose pound prison mid term auction,0
1420,oh good point,1
1421,not take brother game youtube planet premiere thing boy today miss,0
1422,count blessing not thank enough talk punk sha great goodnight,1
1423,get word grand opening postpone credit card machine not arrive before,0
1424,no fox channel hotel can not laa live,0
1425,blue sky back cleaningcannot wait til thursday,1
1426,sorry not good enough,1
1427,listen no jason moran not hear long while get choke up,1
1428,oh summer break almost over,0
1429,lol help assess hannah montana,0
1430,ohhhhhh no,0
1431,www well iff uu il uu town xx,1
1432,can not much need laundry resort shave leg wear dress not mood dress,0
1433,ck glad many happy page flickr pretty,1
1434,never break bone must suck,0
1435,lakers cook nugget cook,1
1436,g1 receive unexpected ota update can not tell update change still not trust use latitude,0
1437,omg mallee much closer maria 18 alice ever no worry,1
1438,math help smart,1
1439,awake sick tire,0
1440,branch opera cafe really busy nice sit outside but rain,0
1441,football,0
1442,finishing essay,0
1443,mw2 please bring fairly regular update like new gun map free please,1
1444,free sofa bed lucy,1
1445,not back like 8hrs,0
1446,already irc gamesurge lol poke head time time,1
1447,want sha make,0
1448,government need step,0
1449,can not find box tissue doctor laterfinally,0
1450,know but true winner also take lose much well,1
1451,rafael wellthat suckedbut bad office jimmy,1
1452,yes exactly but not think consequence like human 2clear up theremains,0
1453,want apc 40 voodoo badly,0
1454,kind big deal well according lips anyway,1
1455,law jealous hate morning bitch not love,0
1456,night call good never fight over men sweet dream joe,1
1457,like crap no bowl party,0
1458,cricket off again 2day not happy rain fall,0
1459,play against own afeeee way vote,1
1460,haha,1
1461,donât grandes luck footage true ndtv always,1
1462,hit link vote,1
1463,ooooooooo happy saturday,1
1464,thanks really like quote always remember also msn nick,1
1465,vi maybe able spend time not,1
1466,nothing new try patty far beer something common start main baby,1
1467,can not wait katie always end up best interview,1
1468,sorry not really kind off get busy probably,0
1469,www,0
1470,nice,1
1471,might get another dog soon,1
1472,pain good way blow off steam,1
1473,upload publish studio last night please visit link health care thanks,1
1474,rap suspect phone confuse livelaugh spam taste,0
1475,eat,1
1476,web server down sorry inconvenience time start shopping new host guess,0
1477,lovely dinner pizzeria mother white hat yogurt,1
1478,good questionthink wellington town bring real ale,1
1479,well disappointed stars lately not win last night britain get talent final want live show,0
1480,sleeping bitch missing honey bun munchkin butt o529o9,0
1481,principally act love stuff create something nice,1
1482,mmmmmmm milky milk dummy might put film while study mmm maybe peter pan,1
1483,700th update,1
1484,hate home absolutely gutted,0
1485,gonna cry ashes kay kiss fame well close eye,0
1486,gh nothing listen music and min sleep,0
1487,good morning fairy good morning,1
1488,well probably say 60 ago,1
1489,sakura anything sad take brother boring annoy,0
1490,load piano statement,1
1491,can not sleep anything,0
1492,song wrong but alright michael john miss guy lol,1
1493,hole well grow vision special tour enlightening,1
1494,latin beach listening special make playlist,1
1495,always always,1
1496,g long not happen suppose fine auth talk kill tea not best,1
1497,sleepy time headache miss jessica aka jessiekitty,0
1498,back soccer win 42 never late time meet outside step,1
1499,headache but voodoo worth haha,0
1500,like 5000000 time not anything,0
1501,hey honor,1
1502,soon annoy best mate life far away,0
1503,not before get back ya,1
1504,new emperor still open nice actually walk past new sami sumo feast,1
1505,sad nature reserve post,0
1506,still study but can not stop think someone,0
1507,quit smoking september saw lose pound eh eh eh,1
1508,but ok smash weekend plan,1
1509,maze sit,1
1510,hey mikedid decide not like,0
1511,sad n make sad not excite meeting crack canal tunnel,0
1512,hey vetted part carry mastermind noted post welcome,1
1513,hear sale live az not ca poo,0
1514,love,1
1515,restless night sleep cheesecake,0
1516,reach plate get another bit toast realise id eat not nice feeling,0
1517,thanks marketing guy left canvas leader center politician right mit 4e,1
1518,love weird weird people has,1
1519,wrong mobile 3g terribly slow no connection,0
1520,up really good movie pull heart string highly recommend,0
1521,cash favor send friend get ibuprofen,1
1522,hehehe ii,1
1523,not plan bed invite over ala already read bed,0
1524,ting ting not name stick head,0
1525,cat settle lap decide not,1
1526,think new thing 3,1
1527,morning home lady eat breakfast while watch mickey mouse,1
1528,wet damp ride home,0
1529,catch sun glorious weather bore though hay fevercold drive nut,0
1530,boy safe journey over friday currently sit room peep sing karaoke no nm,0
1531,hop subvert ice cream party,0
1532,like new dig enjoy red stripe,1
1533,walk around greenish park fee squirrel get air fetch topless boy,1
1534,ready bedmadi not much,0
1535,saturday la,0
1536,bom dia dia uahauha,1
1537,no curly hair straight maybe ill curly homegirl laga bowl party friday not up want something eat,0
1538,priscilla ahn last night amazon band before actually,1
1539,differently excite not stand booty oh love,1
1540,www thanks kara really hope help morning,1
1541,start realize no job skills pertain todays job market seven slowly down drain,0
1542,jealous boo hoo finish exam study method,0
1543,bid waste not even give tpp,0
1544,can not wait show stop announcement,1
1545,make pretty awesome tie dye shirt jason,1
1546,no tell hope fun while away,0
1547,not blackberry,0
1548,head sore but not finish late really sunny outside wear funky pink sunglasses happy atm,1
1549,hi peter good way follow extreme network,1
1550,like djvu whole new level,0
1551,last minute revision chem exam basically say much fun,1
1552,goodnight everyone,1
1553,love commercial,1
1554,highly recommend join earn money free shareholder dividend even nothing,1
1555,oh almost voice back lol,1
1556,finally finish tire phone sleep night,1
1557,seriously want tell girl leave alone friday not want get involved thought tweeted,1
1558,early up competing,0
1559,but not welcome anyway __,0
1560,laboratory pain up fake tan think tired,0
1561,yah cup miss slow admit lol,0
1562,hey units always nice nowhere well,1
1563,clean makeup,1
1564,thanks invite swamp not able make leave hopefully not,0
1565,join,1
1566,good love germany get next summer big vac miss guy,1
1567,oooooooi miss,0
1568,zac sad okay smile deserve,1
1569,msn si,1
1570,chilling after good couple noise 3,1
1571,home full moon bb think nice hmm good night,1
1572,chamber commerce document happy boot,1
1573,busy dayton house core get ready andrea belli show hollywood bowl,1
1574,find woodland skate camp summer,1
1575,hopefully away change forever love definately thank,1
1576,understand hug away asshole brother though,0
1577,ah not understand sign petition like 4 time not even up,0
1578,serious hahahaaa,1
1579,haha horn kitty,1
1580,send beer not big driver real life lol but always fun exchange virtual beer,1
1581,dad get nerve bad,0
1582,australian get shit shit isp alarm not,0
1583,follow friend happy dont pretty warm haha,1
1584,delete previous post start anew,1
1585,lisa rogers cartoon alltime have good,1
1586,not forward exam,0
1587,oh man dis suck can not beb guess fault,0
1588,after last morning little dull outside hopefully cooler head,1
1589,summer suck get sup burnt fail beef,0
1590,anything learn b positive faithsometimes clarity least expect,1
1591,good idea mm awesome life set leave school oxford st well welcome,1
1592,soon tiredgoing bed,1
1593,sound tasty afraid admit kind way,1
1594,finish avalon high maze book,1
1595,hey not get attachment time,0
1596,time,0
1597,wish live call movie award,0
1598,brazilian up hazing sad lauren lonely wonder,0
1599,still can not hear left ear,0
1600,not call,0
1601,enjoy no doubt r sell houston,0
1602,untitled stole get khimjejung step spell name song believe ft island ma,1
1603,watch t4 miss stupid alarm not fo off,0
1604,wolverine never receive reply get meet vega trip,0
1605,get da new sidekick lx use right yyyy also da phone wit very,1
1606,uptake anyone,1
1607,really drunk despite hardly anything drink odd not mention waste tire off bed,0
1608,ear surgery,0
1609,des wrong pic bore no internet afternoon,0
1610,big fun day wood,1
1611,mmm tweetdeck say update fail apple,0
1612,cry over fancy sun glassesthey,0
1613,want hear scream old reason via cup jungle,1
1614,oh cool think might want doing biz,1
1615,get belly acre,0
1616,good afternoon,1
1617,tweetdeck update fix crash remove minimize stray totally blow,0
1618,fuck miss much,0
1619,feeling lie,0
1620,up half eleven since sleep late dog strangely quiet morning huge hangover,0
1621,thanks get start plan bbs,1
1622,hug sorry bring back memory,0
1623,wow sound great make whatever pull together seem kind weak comparison,0
1624,like welcome janet gray bubblegate first business development executive sign up,1
1625,australia great pray over wonderful father hopefully,1
1626,tired,0
1627,put picture wall,1
1628,popping pennsylvania rest stop hate use public toilet,0
1629,awesome racing motogp stone fight hard,1
1630,new baby boy congratulations angelo,1
1631,self conscious,0
1632,not actually happen greedy tour date up ze site but cbf want blink,1
1633,also vote catch fire,1
1634,traffic move snails pace queen street east streetcar move block 10 minute university york,0
1635,well fuck make night than,1
1636,arr sore throat,0
1637,get fucking exam tomorrow watch news iranelection right bullshitters gun id shoot,0
1638,off bed nowwill morningnight,1
1639,really need rave king even though far away,0
1640,morning send up mei not make church todaystill ick,0
1641,ooohhh gotha,1
1642,hard,0
1643,www pass brady legs tissue not cry legs,1
1644,make fun,1
1645,get love life,1
1646,like toothpaste,0
1647,omg 3d movie maze enjoy soo much make remember concert awesome night friends â,1
1648,rain yard sale call 4 oh well always,0
1649,vega mens retreat great idea,1
1650,bengal sick morning spelling mistake nah 8p,0
1651,agree large site real hardware hurdle serve static promo asset way but probably not meta,1
1652,horizon no time low car last manage,0
1653,thanks sweet lovely birthday,1
1654,not want kill haha,1
1655,unjust,1
1656,right zhang you confuse last name,1
1657,bait ang bills ng long weekend,0
1658,head heart explode,0
1659,haha sound like much fun careful,1
1660,court lol well great giftsand thanks canadian,1
1661,cost evil poorly place fear find new,0
1662,yup worried virus relate but evidently not,0
1663,jb miss pick up movie saw hangover cute lol time but not tfl total even lmaz gamename,1
1664,love,1
1665,probably closer location anyway get good chance bastard,0
1666,love lady gaga legend,1
1667,listen bo durham funny guy,1
1668,dddddd dayyyyy,0
1669,haha never,1
1670,miss guy anything exciting happen week hope great wind,1
1671,miss,1
1672,momentarily energy nausea disappear but before character need fill countless form sigh,0
1673,link break friend redo land call request sng,0
1674,no 2was gray,0
1675,finish study good time pray over phone cg mars fun time talk friend over msn,1
1676,want but 18 old junior but not enough experience apprentice,0
1677,alright working project off not jealous awe super illiterate,0
1678,omg breathe second hand smoke night gh but front street cool souvenir shop 5 vega,1
1679,okay really homework but can not convince,0
1680,sigh wait leeds train station let home,0
1681,famine release around july 10i get best bday gift,1
1682,math exam hhh 2 hour painful math die fail time need breaking miracle right,1
1683,learn well,1
1684,really fun night downtown girl miss anna kate while florida,0
1685,seeing horrible blanket become new tissue box,0
1686,hop try sell stuff finally give up hope,1
1687,need act 1 effect pa school district google not help much please contact thanks,1
1688,breaking hot room can not get comfortable,0
1689,wit baby love much fun california adventure,1
1690,daytime fun sunny warm welcoming though haha,1
1691,hey lady bitch haha wedding singer,1
1692,say mine lay down lap not problem good puppy,1
1693,sleepy time must wake early draw,1
1694,new yorrrrk,1
1695,big brother boring,0
1696,hamilton last time drive around grow up,0
1697,dry july not vice leave,0
1698,ooh not like wait bus but good miss bus get horse,1
1699,morning tweets exam chemical indonesian shit chemical wish luck,0
1700,hope get good hope get good hope get good hope get good hope get good hope good,1
1701,hey mean week sorry,0
1702,confuse unfortunate combination watermelon alan core,1
1703,office little connect up mind,1
1704,sometimes wish live small town really like visit laws relaxed pace nice esp summer,1
1705,sunwhere,0
1706,man excited back after sick long but nothing,0
1707,bate feeling lauren friend back hopefully nice,1
1708,mr fan help,1
1709,wee long away,0
1710,sad playlist not fit baby need new ipod long time actually hold song,0
1711,shot down,0
1712,anger bad bitch haz edcbummer freak feather,0
1713,listen song shatter tunisia eli,1
1714,really miss photoshop game sorrythey sad everything,0
1715,next blog post get sleep,1
1716,get pull over nevada state pops quite grand,1
1717,nas yaman hee may mga crush ka na ba haha ako yaman busy but quite productive actually againhehe,1
1718,lot pain can not sleep,0
1719,try sleep early but before take hot shower,1
1720,think honest packed think were,1
1721,undergrad degree show favourite proud sussex 09 ba mpt finalist,1
1722,no1 wish happy mother,0
1723,really need clean apartment,0
1724,well knit milestone good luck forward,1
1725,good delle,1
1726,practically cheap bb paris apparently paris cheap accommodation not hand hand,0
1727,frappuccino piss magic lose ugly useless bloatware,0
1728,lol oh josh sorry not sun screen burn,0
1729,enjoy conversation maria sighhappiness,1
1730,workout love but good hope movie award,1
1731,find,1
1732,mr universe not even tuck,0
1733,question,1
1734,good race couple break but get catch front group 4 5 lap get tactic wrong finish pack,0
1735,inspire thank oxo,1
1736,chloejessica chloe peel dead skin off back get love her,1
1737,least access usually outdoors kid no internees,0
1738,exhaust rest sick leavemight no class lame,0
1739,dad get sitcom finale moment turn off light old office really move north carolina,0
1740,cheer up miley wrong,1
1741,take bath yeah school but afternoon cool,1
1742,ooh put heavy makeup bodies listen ndez like chaos,1
1743,oh way not reply ill get texts wedding,0
1744,auction,1
1745,thanks hope great oxo,1
1746,yay thank,1
1747,way airport new york,0
1748,www sad,0
1749,get ready movie,1
1750,backkwow take long time lvaro,1
1751,neelyyyy leave home alone uhhhhh lame,0
1752,way make clearthere never first time god never failsnot not ever,1
1753,okay huge thunderstorm maze,1
1754,thank amazing season big part championship hope stay la congratulations,1
1755,hey 1 athlete world bryan clay hawaii grown,1
1756,bonus followfriday,1
1757,play 4 song set short but pretty good,1
1758,answer mom phone call worried dummy plz thank,1
1759,but baseball can not stand watch home but stadium totally different matter,1
